Stamnummer,Thuisploeg,Uitploeg
1916,Bokrijk Sport,Bokrijk Sport
1917,Unknown Club,Unknown Club
1918,RAS Honnelles,RAS Honnelles
1919,Unknown Club,Unknown Club
1920,SK 's Gravenwezel-Schilde,SK 's Gravenwezel-Schilde
1921,Unknown Club,Unknown Club
1922,KMR Biesen,KMR Biesen
1923,Wavre Sports FC,Wavre Sports FC
1924,Unknown Club,Unknown Club
1925,FC Heur-Tongeren,FC Heur-Tongeren
1926,Unknown Club,Unknown Club
1927,Koninklijke de Noordstar Heule,Koninklijke de Noordstar Heule
1928,Unknown Club,Unknown Club
1929,Royal Groupement Namurois Football Corporatif,Royal Groupement Namurois Football Corporatif
1930,Unknown Club,Unknown Club
1931,US du Centenaire,US du Centenaire
1932,Cobox 76,Cobox 76
1933,Unknown Club,Unknown Club
1934,KFAC Waarschoot,KFAC Waarschoot
1935,Unknown Club,Unknown Club
1936,KSK Doven Brugge,KSK Doven Brugge
1937,Unknown Club,Unknown Club
1938,RUS Yvetoise,RUS Yvetoise
1939,Unknown Club,Unknown Club
1940,SK Zulte,SK Zulte
1941,Unknown Club,Unknown Club
1942,KFC Ranst,KFC Ranst
1943,Unknown Club,Unknown Club
1944,US du Viroin-Treignes,US du Viroin-Treignes
1945,Unknown Club,Unknown Club
1946,SK Voorwaarts Oostende,SK Voorwaarts Oostende
1947,Unknown Club,Unknown Club
1948,RFC Lissewege,RFC Lissewege
1949,Unknown Club,Unknown Club
1950,Hove Sport,Hove Sport
1951,Zwaluw FC Wiemismeer Zutendaal,Zwaluw FC Wiemismeer Zutendaal
1952,Unknown Club,Unknown Club
1953,KSK De Jeugd Lovendegem,KSK De Jeugd Lovendegem
1954,Unknown Club,Unknown Club
1955,VV Boonwijk Lutterzele,VV Boonwijk Lutterzele
1956,Unknown Club,Unknown Club
1957,Evergem 2020,Evergem 2020
1958,Unknown Club,Unknown Club
1959,FC Assenede,FC Assenede
1960,Unknown Club,Unknown Club
1961,Huy Sports,Huy Sports
1962,Unknown Club,Unknown Club
1963,Baelen FC,Baelen FC
1964,KFC Nederename,KFC Nederename
1965,RRFC Gozéen,RRFC Gozéen
1966,Unknown Club,Unknown Club
1967,KFC Eppegem,KFC Eppegem
1968,Unknown Club,Unknown Club
1969,KV Eendracht Aalter,KV Eendracht Aalter
1970,JV De Pinte,JV De Pinte
1971,Unknown Club,Unknown Club
1972,RFC Farciennes,RFC Farciennes
1973,Unknown Club,Unknown Club
1974,RCS Sugny,RCS Sugny
1975,Unknown Club,Unknown Club
1976,FC Nieuwendijk,FC Nieuwendijk
1977,Unknown Club,Unknown Club
1978,FC Excelsior Kaart,FC Excelsior Kaart
1979,Unknown Club,Unknown Club
1980,LS Lunch Bastogne,LS Lunch Bastogne
1981,Unknown Club,Unknown Club
1982,VC Zwijnaarde,VC Zwijnaarde
1983,Unknown Club,Unknown Club
1984,KFC Lendelede Sport,KFC Lendelede Sport
1985,Unknown Club,Unknown Club
1986,Verbroedering Boutersem,Verbroedering Boutersem
1987,Unknown Club,Unknown Club
1988,Olympic Koolskamp,Olympic Koolskamp
1989,Unknown Club,Unknown Club
1990,KFC Moerkerke,KFC Moerkerke
1991,KSC Oosterzele,KSC Oosterzele
1992,Unknown Club,Unknown Club
1993,Horendonk FC,Horendonk FC
1994,Unknown Club,Unknown Club
1995,KVV Balegem,KVV Balegem
1996,Canadaboys SK,Canadaboys SK
1997,Unknown Club,Unknown Club
1998,RFC de Gilly,RFC de Gilly
1999,Unknown Club,Unknown Club
2000,FC Azalea Sport Sint-Amandsberg,FC Azalea Sport Sint-Amandsberg
2001,Unknown Club,Unknown Club
2002,RJS Poix,RJS Poix
2003,KSV Schriek,KSV Schriek
2004,Unknown Club,Unknown Club
2005,KV Luchtbalboys,KV Luchtbalboys
2006,Unknown Club,Unknown Club
2007,RFC Temploux-Suarlée,RFC Temploux-Suarlée
2008,Unknown Club,Unknown Club
2009,RUS 1947 Emmels,RUS 1947 Emmels
2010,Unknown Club,Unknown Club
2011,Schelle Sport,Schelle Sport
2012,Unknown Club,Unknown Club
2013,KFC Olympia Gent,KFC Olympia Gent
2014,Unknown Club,Unknown Club
2015,FC Vliermaal,FC Vliermaal
2016,Unknown Club,Unknown Club
2017,KFC Woesten,KFC Woesten
2018,KWS Desselgem,KWS Desselgem
2019,KVV Laarne-Kalken,KVV Laarne-Kalken
2020,Unknown Club,Unknown Club
2021,Flandria Dorne,Flandria Dorne
2022,Unknown Club,Unknown Club
2023,FC Ucimont,FC Ucimont
2024,Unknown Club,Unknown Club
2025,FC Embourg,FC Embourg
2026,Unknown Club,Unknown Club
2027,KSV De Ruiter Roeselare,KSV De Ruiter Roeselare
2028,Hoger Op Oostende,Hoger Op Oostende
2029,Sparta Ternat,Sparta Ternat
2030,Unknown Club,Unknown Club
2031,Standard Club Arville,Standard Club Arville
2032,Unknown Club,Unknown Club
2033,Sporting Eendracht Schendelbeke,Sporting Eendracht Schendelbeke
2034,Unknown Club,Unknown Club
2035,Voetbalfederatie Vlaanderen,Voetbalfederatie Vlaanderen
2036,Eendracht Nederokkerzeel,Eendracht Nederokkerzeel
2037,Unknown Club,Unknown Club
2038,KFC Diepenbeek,KFC Diepenbeek
2039,Unknown Club,Unknown Club
2040,KFC Strombeek,KFC Strombeek
2041,Unknown Club,Unknown Club
2042,VCOG Stasegem,VCOG Stasegem
2043,Union Entité Chapelle,Union Entité Chapelle
2044,Unknown Club,Unknown Club
2045,Woluwe Star Silencieux Bruxelles,Woluwe Star Silencieux Bruxelles
2046,Unknown Club,Unknown Club
2047,Lubbeek Sint-Martinus Sport,Lubbeek Sint-Martinus Sport
2048,Unknown Club,Unknown Club
2049,Standaard Meerbeek,Standaard Meerbeek
2050,Unknown Club,Unknown Club
2051,FC Herleving Sint-Pauwels,FC Herleving Sint-Pauwels
2052,Unknown Club,Unknown Club
2053,SC Boncelles,SC Boncelles
2054,Unknown Club,Unknown Club
2055,FC Juventus Borinage Marina,FC Juventus Borinage Marina
2056,Unknown Club,Unknown Club
2057,Entente Condruzienne des Clubs,Entente Condruzienne des Clubs
2058,Unknown Club,Unknown Club
2059,FC Doomkerke,FC Doomkerke
2060,KFC Sparta Kolmont,KFC Sparta Kolmont
2061,Unknown Club,Unknown Club
2062,RFC La Buissière,RFC La Buissière
2063,Unknown Club,Unknown Club
2064,Lido Sport Hasselt,Lido Sport Hasselt
2065,Unknown Club,Unknown Club
2066,KSV Wildert,KSV Wildert
2067,Unknown Club,Unknown Club
2068,VC Sint-Lucia Hillegem,VC Sint-Lucia Hillegem
2069,KSC Excelsior Mariakerke,KSC Excelsior Mariakerke
2070,Herk-De-Stad FC,Herk-De-Stad FC
2071,US Dinant,US Dinant
2072,Entente Sommenoise,Entente Sommenoise
2073,Unknown Club,Unknown Club
2074,VK Eendracht Peizegem,VK Eendracht Peizegem
2075,RUS Loyers,RUS Loyers
2076,KLV Kerkhoven VC,KLV Kerkhoven VC
2077,Unknown Club,Unknown Club
2078,VC Sint-Bavo Vinderhoute,VC Sint-Bavo Vinderhoute
2079,Unknown Club,Unknown Club
2080,KFC Weywertz,KFC Weywertz
2081,Unknown Club,Unknown Club
2082,FC Windsor Heysel,FC Windsor Heysel
2083,Unknown Club,Unknown Club
2084,KFC Pulle,KFC Pulle
2085,Unknown Club,Unknown Club
2086,Achterbroek VV,Achterbroek VV
2087,Unknown Club,Unknown Club
2088,Racing Emblem,Racing Emblem
2089,KSV Rumbeke,KSV Rumbeke
2090,Unknown Club,Unknown Club
2091,RES Philippeville,RES Philippeville
2092,Unknown Club,Unknown Club
2093,SC Lombardsijde,SC Lombardsijde
2094,Unknown Club,Unknown Club
2095,RAC Neuvillers,RAC Neuvillers
2096,Francs Borains,Francs Borains
2097,Unknown Club,Unknown Club
2098,SK Lombeek,SK Lombeek
2099,RFC d'Arquennes,RFC d'Arquennes
2100,Unknown Club,Unknown Club
2101,TTT Merelbeke,TTT Merelbeke
2102,Unknown Club,Unknown Club
2103,RFC Souvret,RFC Souvret
2104,Unknown Club,Unknown Club
2105,Entente du Sud,Entente du Sud
2106,Unknown Club,Unknown Club
2107,KVC Wingene,KVC Wingene
2108,Unknown Club,Unknown Club
2109,KFC Varsenare,KFC Varsenare
2110,Unknown Club,Unknown Club
2111,AL Lisogne-Thynes,AL Lisogne-Thynes
2112,Unknown Club,Unknown Club
2113,US Beauraing 61,US Beauraing 61
2114,Unknown Club,Unknown Club
2115,Noord- West en Midden Brabantse verstandhouding,Noord- West en Midden Brabantse verstandhouding
2116,Unknown Club,Unknown Club
2117,ACF Communauté Fr et Germ,ACF Communauté Fr et Germ
2118,Leuvens Jeugdvoetbal,Leuvens Jeugdvoetbal
2119,Unknown Club,Unknown Club
2120,SK Eeklo,SK Eeklo
2121,Unknown Club,Unknown Club
2122,Royal Ottignies LLN Sports,Royal Ottignies LLN Sports
2123,Unknown Club,Unknown Club
2124,RAS Houyet,RAS Houyet
2125,Unknown Club,Unknown Club
2126,FC Les Cerfs Grandvoir,FC Les Cerfs Grandvoir
2127,FC Galmaarden,FC Galmaarden
2128,Unknown Club,Unknown Club
2129,Tielt-Winge 3000,Tielt-Winge 3000
2130,Unknown Club,Unknown Club
2131,KRC Bambrugge,KRC Bambrugge
2132,Unknown Club,Unknown Club
2133,RJS Leignon,RJS Leignon
2134,Unknown Club,Unknown Club
2135,AFC La Rochette Goe,AFC La Rochette Goe
2136,SC Wainage,SC Wainage
2137,Unknown Club,Unknown Club
2138,Excelsior Mariaburg,Excelsior Mariaburg
2139,FC Destelbergen,FC Destelbergen
2140,Eendracht Machelen-aan-Leie,Eendracht Machelen-aan-Leie
2141,KSK Sefa Herentals,KSK Sefa Herentals
2142,VV Groene Leeuwen Ruiselede,VV Groene Leeuwen Ruiselede
2143,Unknown Club,Unknown Club
2144,RJS Sainte-Marie Wideumont,RJS Sainte-Marie Wideumont
2145,Unknown Club,Unknown Club
2146,RFC de Goé,RFC de Goé
2147,Unknown Club,Unknown Club
2148,KSKL Ternat,KSKL Ternat
2149,Unknown Club,Unknown Club
2150,KFC Halveweg Zonhoven,KFC Halveweg Zonhoven
2151,Unknown Club,Unknown Club
2152,FC Sport en Plicht Oostakker,FC Sport en Plicht Oostakker
2153,Unknown Club,Unknown Club
2154,KFC Olympia Gent,KFC Olympia Gent
2155,Hoger-Op Testelt,Hoger-Op Testelt
2156,Unknown Club,Unknown Club
2157,Cornesse FC,Cornesse FC
2158,Unknown Club,Unknown Club
2159,SV Zulte Waregem,SV Zulte Waregem
2160,Sint-Bavo Overboelaere,Sint-Bavo Overboelaere
2161,Unknown Club,Unknown Club
2162,Eendracht Mechelen aan de Maas,Eendracht Mechelen aan de Maas
2163,Unknown Club,Unknown Club
2164,KSK Wavria,KSK Wavria
2165,Unknown Club,Unknown Club
2166,US Saint-Hadelin Haversin,US Saint-Hadelin Haversin
2167,Unknown Club,Unknown Club
2168,Immer-Voort FC Voortkapel,Immer-Voort FC Voortkapel
2169,Unknown Club,Unknown Club
2170,Heisport Geel,Heisport Geel
2171,Footballeurs Sans Frontières,Footballeurs Sans Frontières
2172,Unknown Club,Unknown Club
2173,RES Bellefontaine,RES Bellefontaine
2174,Unknown Club,Unknown Club
2175,FC Aiseau,FC Aiseau
2176,Unknown Club,Unknown Club
2177,URS Interbanques,URS Interbanques
2178,Unknown Club,Unknown Club
2179,Football Interbarraux,Football Interbarraux
2180,Unknown Club,Unknown Club
2181,FC Vencimontois,FC Vencimontois
2182,Unknown Club,Unknown Club
2183,BS Sport Berbroek-Schulen,BS Sport Berbroek-Schulen
2184,KVV Aartrijke,KVV Aartrijke
2185,Unknown Club,Unknown Club
2186,US Merbesars,US Merbesars
2187,Unknown Club,Unknown Club
2188,KFC De Harp Tiewinkel,KFC De Harp Tiewinkel
2189,Racing White Daring Molenbeek (5479),Racing White Daring Molenbeek (5479)
2190,JS Vivegnis,JS Vivegnis
2191,Unknown Club,Unknown Club
2192,KSC Mechelen,KSC Mechelen
2193,Rodenem Sportief Halle,Rodenem Sportief Halle
2194,Unknown Club,Unknown Club
2195,RFC Lobbes,RFC Lobbes
2196,Unknown Club,Unknown Club
2197,FC Sint-Joris Sleidinge,FC Sint-Joris Sleidinge
2198,Unknown Club,Unknown Club
2199,Footballeurs Sans Frontières,Footballeurs Sans Frontières
2200,Unknown Club,Unknown Club
2201,FC Saint-Josse Sportif,FC Saint-Josse Sportif
2202,RFC Butgenbach,RFC Butgenbach
2203,Unknown Club,Unknown Club
2204,FC Erquelinnois,FC Erquelinnois
2205,Unknown Club,Unknown Club
2206,SV Belgische Spoormannen,SV Belgische Spoormannen
2207,Unknown Club,Unknown Club
2208,KV Scheldezonen Branst,KV Scheldezonen Branst
2209,Unknown Club,Unknown Club
2210,Sassport Boezinge,Sassport Boezinge
2211,Unknown Club,Unknown Club
2212,Olsa Brakel,Olsa Brakel
2213,Unknown Club,Unknown Club
2214,VC Bekkevoort,VC Bekkevoort
2215,RC Nieuwrode,RC Nieuwrode
2216,Juve Hasselt,Juve Hasselt
2217,Unknown Club,Unknown Club
2218,RES Frasnoise,RES Frasnoise
2219,Unknown Club,Unknown Club
2220,FC Jauchois,FC Jauchois
2221,FC Perk,FC Perk
2222,Unknown Club,Unknown Club
2223,FC Clermont,FC Clermont
2224,RFC Sart-lez-Spa,RFC Sart-lez-Spa
2225,Union Sportive Couillet d'Amérique,Union Sportive Couillet d'Amérique
2226,Éclair Latinnois,Éclair Latinnois
2227,Unknown Club,Unknown Club
2228,Union Namêchoise FC,Union Namêchoise FC
2229,Unknown Club,Unknown Club
2230,Asse-Zellik 2002,Asse-Zellik 2002
2231,FC Elst,FC Elst
2232,RES Witry-Menufontaine,RES Witry-Menufontaine
2233,RFC Molenbaix,RFC Molenbaix
2234,Unknown Club,Unknown Club
2235,RFC Jehaytois,RFC Jehaytois
2236,Unknown Club,Unknown Club
2237,Union Saint-André Ochamps,Union Saint-André Ochamps
2238,Unknown Club,Unknown Club
2239,SK Lochristi,SK Lochristi
2240,Unknown Club,Unknown Club
2241,SC Beauvechain,SC Beauvechain
2242,FC Walfergem Herop,FC Walfergem Herop
2243,Unknown Club,Unknown Club
2244,Nieuwmoer FC,Nieuwmoer FC
2245,Heibos SV,Heibos SV
2246,Unknown Club,Unknown Club
2247,AFC Tubize,AFC Tubize
2248,Unknown Club,Unknown Club
2249,Union Lovenjoel,Union Lovenjoel
2250,KVC Itna Itterbeek,KVC Itna Itterbeek
2251,Unknown Club,Unknown Club
2252,FC Vaux-Borset,FC Vaux-Borset
2253,Unknown Club,Unknown Club
2254,KVV Zomergem,KVV Zomergem
2255,Unknown Club,Unknown Club
2256,Entente Sportive Fernelmont,Entente Sportive Fernelmont
2257,Unknown Club,Unknown Club
2258,KFC Langemark,KFC Langemark
2259,EFC Schoonbeek,EFC Schoonbeek
2260,FC Denderleeuw EH,FC Denderleeuw EH
2261,KSC Wilskracht Hofstade,KSC Wilskracht Hofstade
2262,Sporting Tange,Sporting Tange
2263,Entente Glimoise,Entente Glimoise
2264,Unknown Club,Unknown Club
2265,Union Roclenge-Wonck,Union Roclenge-Wonck
2266,Unknown Club,Unknown Club
2267,RUS Pondrôme,RUS Pondrôme
2268,K. Arsenaal Goetsenhoven,K. Arsenaal Goetsenhoven
2269,Unknown Club,Unknown Club
2270,Sporting Landen,Sporting Landen
2271,FC Melsbroek,FC Melsbroek
2272,VC Bertem-Leefdaal,VC Bertem-Leefdaal
2273,KFC Wambeek,KFC Wambeek
2274,Unknown Club,Unknown Club
2275,Unknown Club,Unknown Club
2276,CS d'Ocquier,CS d'Ocquier
2277,Unknown Club,Unknown Club
2278,Entente Sportive Winaloise,Entente Sportive Winaloise
2279,Unknown Club,Unknown Club
2280,DES Leupegem,DES Leupegem
2281,ES Ardennaise,ES Ardennaise
2282,USFC Elsenborn,USFC Elsenborn
2283,Unknown Club,Unknown Club
2284,RFC Ronquières-Hy 86,RFC Ronquières-Hy 86
2285,Unknown Club,Unknown Club
2286,FC Hedera Millen,FC Hedera Millen
2287,Unknown Club,Unknown Club
2288,RCS Nivellois,RCS Nivellois
2289,Unknown Club,Unknown Club
2290,Uikhoven VC,Uikhoven VC
2291,Eendracht Hasselt Kiewit,Eendracht Hasselt Kiewit
2292,Godsheide VV,Godsheide VV
2293,FC Meensel-Kiezegem,FC Meensel-Kiezegem
2294,Unknown Club,Unknown Club
2295,RUS Assesse,RUS Assesse
2296,FCS Mariekerke-Branst,FCS Mariekerke-Branst
2297,Unknown Club,Unknown Club
2298,US Neufvilloise,US Neufvilloise
2299,Union Hélécinoise,Union Hélécinoise
2300,Hoger Op Heide Hasselt,Hoger Op Heide Hasselt
2301,Unknown Club,Unknown Club
2302,FC Membruggen,FC Membruggen
2303,SK Vreren,SK Vreren
2304,Sport & Culture Société La Poste FC,Sport & Culture Société La Poste FC
2305,Unknown Club,Unknown Club
2306,KVC Sint-Lievens-Houtem,KVC Sint-Lievens-Houtem
2307,Unknown Club,Unknown Club
2308,Union Sportive Saint-Médard,Union Sportive Saint-Médard
2309,Unknown Club,Unknown Club
2310,White Star Bruxelles,White Star Bruxelles
2311,JS Focantaise,JS Focantaise
2312,Unknown Club,Unknown Club
2313,Zandvliet Sport,Zandvliet Sport
2314,Unknown Club,Unknown Club
2315,RFC Chièvres 69,RFC Chièvres 69
2316,Unknown Club,Unknown Club
2317,VC Langdorp,VC Langdorp
2318,Unknown Club,Unknown Club
2319,Couthuin Sports,Couthuin Sports
2320,EC Oudenhove,EC Oudenhove
2321,Unknown Club,Unknown Club
2322,AS Obigies,AS Obigies
2323,Unknown Club,Unknown Club
2324,Union Saint-Gérard,Union Saint-Gérard
2325,Spouwen-Mopertingen,Spouwen-Mopertingen
2326,Vlijtingen VV,Vlijtingen VV
2327,Riemst Vooruit,Riemst Vooruit
2328,Unknown Club,Unknown Club
2329,RFC Warnant,RFC Warnant
2330,FC Warzée,FC Warzée
2331,Unknown Club,Unknown Club
2332,FC Doornzele-Kerkbrugge,FC Doornzele-Kerkbrugge
2333,Relais Lambermont Olne,Relais Lambermont Olne
2334,Unknown Club,Unknown Club
2335,KVZ Glabbeek-Zuurbemde,KVZ Glabbeek-Zuurbemde
2336,Unknown Club,Unknown Club
2337,Sportfederatie Belgacom,Sportfederatie Belgacom
2338,Unknown Club,Unknown Club
2339,Sint-Dymphna FC Zammel,Sint-Dymphna FC Zammel
2340,Unknown Club,Unknown Club
2341,KVV Kersbeek,KVV Kersbeek
2342,Union PSY 88,Union PSY 88
2343,Unknown Club,Unknown Club
2344,FC Rillaar Sport,FC Rillaar Sport
2345,Unknown Club,Unknown Club
2346,US Martelangeoise,US Martelangeoise
2347,Unknown Club,Unknown Club
2348,KVC Ichtegem,KVC Ichtegem
2349,VK Adegem,VK Adegem
2350,FC Loncin,FC Loncin
2351,FC Elsum Geel,FC Elsum Geel
2352,Unknown Club,Unknown Club
2353,Trazegnies Sports,Trazegnies Sports
2354,Unknown Club,Unknown Club
2355,Sporting Nevok Gruitrode,Sporting Nevok Gruitrode
2356,Unknown Club,Unknown Club
2357,FC Sint-Martens-Latem,FC Sint-Martens-Latem
2358,Unknown Club,Unknown Club
2359,SC Zichen-Zussen-Bolder,SC Zichen-Zussen-Bolder
2360,Unknown Club,Unknown Club
2361,VCB Tienen,VCB Tienen
2362,Unknown Club,Unknown Club
2363,Eendracht Buggenhout,Eendracht Buggenhout
2364,Unknown Club,Unknown Club
2365,CS Mechelen-aan-de-Maas,CS Mechelen-aan-de-Maas
2366,Sivry Sports,Sivry Sports
2367,Unknown Club,Unknown Club
2368,Zeehaven Zeebrugge,Zeehaven Zeebrugge
2369,KVV Heusden-Zolder,KVV Heusden-Zolder
2370,Stormvogels Rosmeer,Stormvogels Rosmeer
2371,Unknown Club,Unknown Club
2372,ES Bois-de-Villers,ES Bois-de-Villers
2373,SK Munsterbilzen,SK Munsterbilzen
2374,Unknown Club,Unknown Club
2375,FC Sur-les-Bois,FC Sur-les-Bois
2376,Herk Sport Hasselt,Herk Sport Hasselt
2377,VK Heindonk,VK Heindonk
2378,Unknown Club,Unknown Club
2379,RFC Compogne Bertogne,RFC Compogne Bertogne
2380,Unknown Club,Unknown Club
2381,FC Vrije Mannen Oosterlo,FC Vrije Mannen Oosterlo
2382,Unknown Club,Unknown Club
2383,Sportclub de Stormvogels Sint-Martens-Lennik,Sportclub de Stormvogels Sint-Martens-Lennik
2384,Toekomst Bunsbeek,Toekomst Bunsbeek
2385,Unknown Club,Unknown Club
2386,FC Ligny,FC Ligny
2387,Unknown Club,Unknown Club
2388,Standard Val-Meer,Standard Val-Meer
2389,Hoogmolen Sport,Hoogmolen Sport
2390,KV Kester-Gooik,KV Kester-Gooik
2391,Unknown Club,Unknown Club
2392,KSAV Sint-Dimpna,KSAV Sint-Dimpna
2393,KFC Beekhoek Sport,KFC Beekhoek Sport
2394,OB Breendonk,OB Breendonk
2395,KSK Retie Branddonk,KSK Retie Branddonk
2396,Unknown Club,Unknown Club
2397,SC de Thorembais-Saint-Trond,SC de Thorembais-Saint-Trond
2398,RFC Somzée,RFC Somzée
2399,Fraiture Sports,Fraiture Sports
2400,Unknown Club,Unknown Club
2401,FC Attenhoven,FC Attenhoven
2402,FC Herne,FC Herne
2403,SVD Kortemark,SVD Kortemark
2404,Belgische Universitaire Sportfederatie,Belgische Universitaire Sportfederatie
2405,FC Chevron,FC Chevron
2406,RFC Vyle-et-Tharoul,RFC Vyle-et-Tharoul
2407,Unknown Club,Unknown Club
2408,FC de Saint-Ghislain,FC de Saint-Ghislain
2409,FC Monceau-en-Ardenne,FC Monceau-en-Ardenne
2410,Unknown Club,Unknown Club
2411,Genker VV,Genker VV
2412,Unknown Club,Unknown Club
2413,KVC SV Oostkamp,KVC SV Oostkamp
2414,Unknown Club,Unknown Club
2415,VC Groot-Bijgaarden,VC Groot-Bijgaarden
2416,Unknown Club,Unknown Club
2417,Étoile Sportive Mariembourgeoise,Étoile Sportive Mariembourgeoise
2418,Unknown Club,Unknown Club
2419,Kedosport Turnhout,Kedosport Turnhout
2420,Unknown Club,Unknown Club
2421,CSI Genk,CSI Genk
2422,Unknown Club,Unknown Club
2423,Royal Baileux Sport,Royal Baileux Sport
2424,Unknown Club,Unknown Club
2425,FC Espoir Tarciennois,FC Espoir Tarciennois
2426,Unknown Club,Unknown Club
2427,Zwarte Duivels Hulsbeek-Geetbets,Zwarte Duivels Hulsbeek-Geetbets
2428,Unknown Club,Unknown Club
2429,FC Anloy,FC Anloy
2430,Voorwaarts Hakendover,Voorwaarts Hakendover
2431,Unknown Club,Unknown Club
2432,CS Odeigne,CS Odeigne
2433,RES Izier,RES Izier
2434,Unknown Club,Unknown Club
2435,KSC Keerbergen,KSC Keerbergen
2436,FC Patro Othée,FC Patro Othée
2437,JV De Pinte,JV De Pinte
2438,Unknown Club,Unknown Club
2439,AC Lustin,AC Lustin
2440,OZ Bavegem,OZ Bavegem
2441,Unknown Club,Unknown Club
2442,Standaard Bree,Standaard Bree
2443,VC Leeuwkens Teralfene,VC Leeuwkens Teralfene
2444,Korbeek-Dijle Sport,Korbeek-Dijle Sport
2445,Sparta Niel,Sparta Niel
2446,AS Hermalienne,AS Hermalienne
2447,Unknown Club,Unknown Club
2448,KSK Voorwaarts Zwevezele,KSK Voorwaarts Zwevezele
2449,RAFC Cobreville,RAFC Cobreville
2450,Unknown Club,Unknown Club
2451,KFC Olympic Essen,KFC Olympic Essen
2452,Unknown Club,Unknown Club
2453,FC Helson Helchteren,FC Helson Helchteren
2454,Unknown Club,Unknown Club
2455,Standard Elen,Standard Elen
2456,VC Kesselt,VC Kesselt
2457,RSC Haltinnois,RSC Haltinnois
2458,RFC Amonines,RFC Amonines
2459,Unknown Club,Unknown Club
2460,RFC Surice,RFC Surice
2461,SK Nossegem,SK Nossegem
2462,Unknown Club,Unknown Club
2463,Union Abele,Union Abele
2464,Unknown Club,Unknown Club
2465,FC Standard Anderlecht,FC Standard Anderlecht
2466,Unknown Club,Unknown Club
2467,SK Steenhuffel,SK Steenhuffel
2468,Unknown Club,Unknown Club
2469,KDH Jeuk,KDH Jeuk
2470,Unknown Club,Unknown Club
2471,Racing Club Mélin,Racing Club Mélin
2472,White Star Bellegem,White Star Bellegem
2473,Unknown Club,Unknown Club
2474,KFC Moen,KFC Moen
2475,RE Roy-Lignières-Grimbiémont,RE Roy-Lignières-Grimbiémont
2476,Unknown Club,Unknown Club
2477,SV Anzegem,SV Anzegem
2478,RFC Grand-Leez,RFC Grand-Leez
2479,Unknown Club,Unknown Club
2480,Association Sportive Nothomb-Post,Association Sportive Nothomb-Post
2481,FC Chiny,FC Chiny
2482,Merkem Sport,Merkem Sport
2483,Unknown Club,Unknown Club
2484,FC Pontisse Herstal,FC Pontisse Herstal
2485,CS Jemappes,CS Jemappes
2486,Unknown Club,Unknown Club
2487,FC Marcinelle,FC Marcinelle
2488,Unknown Club,Unknown Club
2489,Stormvogels Loppem,Stormvogels Loppem
2490,RES Gesvoise,RES Gesvoise
2491,FC Paliseulois,FC Paliseulois
2492,VC Haasrode Sport,VC Haasrode Sport
2493,Unknown Club,Unknown Club
2494,FC Kessel-Lo,FC Kessel-Lo
2495,Oud-Heverlee Leuven,Oud-Heverlee Leuven
2496,Unknown Club,Unknown Club
2497,Sparta Moerbeke-Geraardsbergen,Sparta Moerbeke-Geraardsbergen
2498,Unknown Club,Unknown Club
2499,Eendracht Jonkershove,Eendracht Jonkershove
2500,Unknown Club,Unknown Club
2501,RAS Saintoise,RAS Saintoise
2502,SK Merelbeke,SK Merelbeke
2503,Unknown Club,Unknown Club
2504,KVK Zepperen,KVK Zepperen
2505,Eendracht Mechelen-Bovelingen-Opheers,Eendracht Mechelen-Bovelingen-Opheers
2506,Waltwilder VV,Waltwilder VV
2507,Unknown Club,Unknown Club
2508,SK Gullegem,SK Gullegem
2509,Unknown Club,Unknown Club
2510,Flandria Termolen Zonhoven,Flandria Termolen Zonhoven
2511,FC Bande,FC Bande
2512,Unknown Club,Unknown Club
2513,ERFC Manhay,ERFC Manhay
2514,Espoir Minerois,Espoir Minerois
2515,Unknown Club,Unknown Club
2516,Eendracht Serskamp,Eendracht Serskamp
2517,VV Hoger Op Houthalen,VV Hoger Op Houthalen
2518,RCS Faulx-les-Tombes,RCS Faulx-les-Tombes
2519,Sporting Teralfene,Sporting Teralfene
2520,Unknown Club,Unknown Club
2521,RUS Givry,RUS Givry
2522,Union FC Rutten,Union FC Rutten
2523,Daring Bodegem,Daring Bodegem
2524,KSK Meeuwen,KSK Meeuwen
2525,Unknown Club,Unknown Club
2526,SK Verbrande Brug,SK Verbrande Brug
2527,US Quenastoise,US Quenastoise
2528,FC Petit-Han,FC Petit-Han
2529,Unknown Club,Unknown Club
2530,VC Blauberg,VC Blauberg
2531,Unknown Club,Unknown Club
2532,Fortuna 56 Smeermaas,Fortuna 56 Smeermaas
2533,FC Kloosterheide,FC Kloosterheide
2534,FC Tildonk,FC Tildonk
2535,Unknown Club,Unknown Club
2536,KFC Herleving Sinaai,KFC Herleving Sinaai
2537,EMI Essene,EMI Essene
2538,Unknown Club,Unknown Club
2539,Sparta Bevere,Sparta Bevere
2540,Unknown Club,Unknown Club
2541,VV Eendracht Hansbeke,VV Eendracht Hansbeke
2542,Unknown Club,Unknown Club
2543,Eendracht Henis,Eendracht Henis
2544,FC Nederzwalm,FC Nederzwalm
2545,AS Houtain,AS Houtain
2546,Unknown Club,Unknown Club
2547,KFC Olympia Recht,KFC Olympia Recht
2548,Unknown Club,Unknown Club
2549,Overeenkomst Wase Clubs,Overeenkomst Wase Clubs
2550,Unknown Club,Unknown Club
2551,FC Ster-Francorchamps,FC Ster-Francorchamps
2552,Unknown Club,Unknown Club
